ukprn,kiscourseid,title,degree_type,year_abroad_available,industry_year_available,foundation_year_available,ucasprogid,crseurl
10007784,UBAHEBASWE18,Hebrew and Swedish,BA,Yes,No,No,A49-G49,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-swedish-ba
10007784,UBAHEBAUKR18,Hebrew and Ukrainian,BA,Yes,No,No,A49-G50,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-ukrainian-ba
10007784,UBAHPASING18,History and Politics of the Americas,BA,No,No,No,A39-E13,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-ba
10007784,UBAHPAWABR18,History and Politics of the Americas with a Year Abroad,BA,Yes,No,No,A39-E14,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-year-abroad-ba
10007784,UBAHPESING18,"History, Politics and Economics",BA,No,No,No,A24-A17,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-politics-and-economics-ba
10007784,UBAHSEAJEW19,History (Central and East European) and Jewish Studies,BA,Yes,No,No,A24-A12,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-central-and-east-european-and-jewish-studies-year-abroad-ba
10007784,UBAHUNAEES18,Hungarian and East European Studies,BA,Yes,No,No,A24-A20,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-east-european-studies-ba
10007784,UBAHUNAITA18,Hungarian and Italian,BA,Yes,No,No,A49-B98,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-italian-ba
10007784,UBAHUNANOR18,Hungarian and Norwegian,BA,Yes,No,No,A49-B99,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-norwegian-ba
10007784,UBAHUNAPOL18,Hungarian and Polish,BA,Yes,No,No,A49-B29,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-polish-ba
10007784,UBAHUNAPOR18,Hungarian and Portuguese,BA,Yes,No,No,A49-C00,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-portuguese-ba
10007784,UBAHUNAROM18,Hungarian and Romanian,BA,Yes,No,No,A49-B30,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-romanian-ba
10007784,UBAHUNARUS18,Hungarian and Russian,BA,Yes,No,No,A49-B31,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-russian-ba
10007784,UBAHUNASPA18,Hungarian and Spanish,BA,Yes,No,No,A49-A57,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-spanish-ba
10007784,UBAHUNASRB18,Hungarian and Serbian/Croatian,BA,Yes,No,No,A49-B32,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-serbian-croatian-ba
10007784,UBAHUNASWE18,Hungarian and Swedish,BA,Yes,No,No,A49-C01,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-swedish-ba
10007784,UBAHUNAUKR18,Hungarian and Ukrainian,BA,Yes,No,No,A49-B33,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-ukrainian-ba
10007784,UBAHUNAYID18,Hungarian and Yiddish,BA,Yes,No,No,A49-G52,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-yiddish-ba
10007784,UBAINTSSPS18,International Social and Political Studies,BA,Yes,No,No,A47-B92,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/international-social-and-political-studies-ba
10007784,UBAITAAHAR18,Italian and History of Art,BA,Yes,No,No,A49-G93,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-history-of-art-ba
10007784,UBAITAAJEW18,Italian and Jewish Studies,BA,Yes,No,No,A49-G94,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-jewish-studies-ba
10007784,UBAITAALAT18,Italian and Latin,BA,Yes,No,No,A49-H11,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-latin-ba
10007784,UBAITAAMAN18,Italian and Management Studies,BA,Yes,No,No,A49-G97,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-management-studies-ba
10007784,UBAITAANOR18,Italian and Norwegian,BA,Yes,No,No,A49-G55,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-norwegian-ba
10007784,UBAITAAPHI18,Italian and Philosophy,BA,Yes,No,No,A49-H16,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-philosophy-ba
10007784,UBAITAAPOL18,Italian and Polish,BA,Yes,No,No,A49-C09,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-polish-ba
10007784,UBAITAAPOR18,Italian and Portuguese,BA,Yes,No,No,A49-G56,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-portuguese-ba
10007784,UBAITAAROM18,Italian and Romanian,BA,Yes,No,No,A49-C10,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-romanian-ba
10007784,UBAITAARUS18,Italian and Russian,BA,Yes,No,No,A49-C11,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-russian-ba
10007784,UBAITAASPA18,Italian and Spanish,BA,Yes,No,No,A49-A59,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-spanish-ba
10007784,UBAITAASRB18,Italian and Serbian/Croatian,BA,Yes,No,No,A49-C12,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-serbian-croatian-ba
10007784,UBAITAASWE18,Italian and Swedish,BA,Yes,No,No,A49-G57,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-swedish-ba
10007784,UBAITAAUKR18,Italian and Ukrainian,BA,Yes,No,No,A49-G60,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-ukrainian-ba
10007784,UBAITAAYID18,Italian and Yiddish,BA,Yes,No,No,A48-J93,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-yiddish-ba
10007784,UBALATAENG18,Latin and English,BA,No,No,No,A24-A28,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba
10007784,UBALNGSCLT18,Language and Culture,BA,Yes,No,No,A24-A26,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/language-and-culture-ba
10007784,UBANORAPOL18,Norwegian and Polish,BA,Yes,No,No,A49-G61,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-polish-ba
10007784,UBANORAPOR18,Norwegian and Portuguese,BA,Yes,No,No,A49-G58,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-portuguese-ba
10007784,UBANORAROM18,Norwegian and Romanian,BA,Yes,No,No,A49-G63,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-romanian-ba
10007784,UBANORARUS18,Norwegian and Russian,BA,Yes,No,No,A49-G64,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-russian-ba
10007784,UBANORASPA18,Norwegian and Spanish,BA,Yes,No,No,A49-A60,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-spanish-ba
10007784,UBANORASRB18,Norwegian and Serbian/Croatian,BA,Yes,No,No,A49-G66,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-serbian-croatian-ba
10007784,UBANORAUKR18,Norwegian and Ukrainian,BA,Yes,No,No,A49-G68,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-ukrainian-ba
10007784,UBANORAYID18,Norwegian and Yiddish,BA,Yes,No,No,A49-A06,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-yiddish-ba
10007784,UBAPHIACOM18,Philosophy and Computer Science,BA,No,No,No,A71-H68,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-computer-science-ba
10007784,UBAPHIAECO18,Philosophy and Economics,BA,No,No,No,A24-A70,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-economics-ba
10007784,UBAPHIAHAR18,Philosophy and History of Art,BA,No,No,No,A24-A72,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-history-art-ba
10007784,UBAPLSAEEA18,"Politics, Sociology and East European Studies",BA,Yes,No,No,A24-A80,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-sociology-and-east-european-studies-year-abroad-ba
10007784,UBAPLSAEES18,"Politics, Sociology and East European Studies",BA,No,No,No,A24-A79,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-sociology-and-east-european-studies-ba
10007784,UBAPOLAPOR18,Polish and Portuguese,BA,Yes,No,No,A49-G69,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-portuguese-ba
10007784,UBAPOLAROM18,Polish and Romanian,BA,Yes,No,No,A49-B34,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-romanian-ba
10007784,UBAPOLARUS18,Polish and Russian,BA,Yes,No,No,A49-B35,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-russian-ba
10007784,UBAPOLASPA18,Polish and Spanish,BA,Yes,No,No,A49-A61,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-spanish-ba
10007784,UBAPOLASRB18,Polish and Serbian/Croatian,BA,Yes,No,No,A49-B36,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-serbian-croatian-ba
10007784,UBAPOLASWE18,Polish and Swedish,BA,Yes,No,No,A49-G70,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-swedish-ba
10007784,UBAPOLAUKR18,Polish and Ukrainian,BA,Yes,No,No,A49-B37,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-ukrainian-ba
10007784,UBAPOLAYID18,Polish and Yiddish,BA,Yes,No,No,A49-G62,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-yiddish-ba
10007784,UBAPSHAEES18,Polish and East European Studies,BA,Yes,No,No,A24-A78,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-east-european-studies-ba
10007784,UBAROMAEES18,Romanian and East European Studies,BA,Yes,No,No,A24-A89,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-east-european-studies-ba
10007784,UBAROMAPOR18,Romanian and Portuguese,BA,Yes,No,No,A49-G71,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-portuguese-ba
10007784,UBAROMARUS18,Romanian and Russian,BA,Yes,No,No,A49-B38,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-russian-ba
10007784,UBAROMASPA18,Romanian and Spanish,BA,Yes,No,No,A49-A62,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-spanish-ba
10007784,UBAROMASRB18,Romanian and Serbian/Croatian,BA,Yes,No,No,A49-B39,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-serbian-croatian-ba
10007784,UBAROMASWE18,Romanian and Swedish,BA,Yes,No,No,A49-G72,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-swedish-ba
10007784,UBAROMAUKR18,Romanian and Ukrainian,BA,Yes,No,No,A49-B40,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-ukrainian-ba
10007784,UBAROMAYID18,Romanian and Yiddish,BA,Yes,No,No,A48-J96,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-yiddish-ba
10007784,UBARUSAHSE18,Russian and History,BA,Yes,No,No,A24-A90,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-history-ba
10007784,UBARUSAPOR18,Russian and Portuguese,BA,Yes,No,No,A49-G73,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-portuguese-ba
10007784,UBARUSASPA18,Russian and Spanish,BA,Yes,No,No,A49-A63,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-spanish-ba
10007784,UBARUSASRB18,Russian and Serbian/Croatian,BA,Yes,No,No,A49-B41,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-serbian-croatian-ba
10007784,UBARUSASWE18,Russian and Swedish,BA,Yes,No,No,A49-G74,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-swedish-ba
10007784,UBARUSAUKR18,Russian and Ukrainian,BA,Yes,No,No,A49-B53,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-ukrainian-ba
10007784,UBARUSAYID18,Russian and Yiddish,BA,Yes,No,No,A48-J97,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-yiddish-ba
10007784,UBASCAAENG18,Scandinavian Studies and English,BA,Yes,No,No,A49-H23,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba
10007784,UBASCAAHAR18,Scandinavian Studies and History of Art,BA,Yes,No,No,A49-H00,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-of-art-ba
10007784,UBASCAALAT18,Scandinavian Studies and Latin,BA,Yes,No,No,A49-H12,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba
10007784,UBASCAAPHI18,Scandinavian Studies and Philosophy,BA,Yes,No,No,A49-H29,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba
10007784,UBASCASVON18,Viking and Old Norse Studies,BA,Yes,No,No,A24-B12,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/viking-and-old-norse-studies-ba
10007784,UBASERAEES18,Serbian / Croatian and East European Studies,BA,Yes,No,No,A24-A97,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba
10007784,UBASPAAHAR18,Spanish and History of Art,BA,Yes,No,No,A49-A42,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-history-of-art-ba
10007784,UBASPAALAS18,Spanish and Latin American Studies,BA,Yes,No,No,A24-B01,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-american-studies-ba
10007784,UBASPAALAT18,Spanish and Latin,BA,Yes,No,No,A49-A44,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-ba
10007784,UBASPAAPHI18,Spanish and Philosophy,BA,Yes,No,No,A49-A46,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-philosophy-ba
10007784,UBASPAAPOR18,Spanish and Portuguese,BA,Yes,No,No,A49-A66,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-portuguese-ba
10007784,UBASPAASWE18,Spanish and Swedish,BA,Yes,No,No,A49-A67,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-swedish-ba
10007784,UBASPAAUKR18,Spanish and Ukrainian,BA,Yes,No,No,A49-A49,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-ukrainian-ba
10007784,UBASPAAYID18,Spanish and Yiddish,BA,Yes,No,No,A48-J92,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-yiddish-ba
10007784,UBASRBAPOR18,Serbian/Croatian and Portuguese,BA,Yes,No,No,A49-G75,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-portuguese-ba
10007784,UBASRBASPA18,Serbian/Croatian and Spanish,BA,Yes,No,No,A49-A64,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-spanish-ba
10007784,UBASRBASWE18,Serbian/Croatian and Swedish,BA,Yes,No,No,A49-G76,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-swedish-ba
10007784,UBASRBAUKR18,Serbian/Croatian and Ukrainian,BA,Yes,No,No,A49-B44,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-ukrainian-ba
10007784,UBASRBAYID18,Serbian/Croatian and Yiddish,BA,Yes,No,No,A49-G77,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-yiddish-ba
10007784,UBASWEAPOR18,Swedish and Portuguese,BA,Yes,No,No,A49-G81,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-portuguese-ba
10007784,UBASWEAYID18,Swedish and Yiddish,BA,Yes,No,No,A49-A04,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-yiddish-ba
10007784,UBAUKRAEES18,Ukrainian and East European Studies,BA,Yes,No,No,A24-B09,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-east-european-studies-ba
10007784,UBAUKRAPOR18,Ukrainian and Portuguese,BA,Yes,No,No,A49-G82,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-portuguese-ba
10007784,UBAUKRASWE18,Ukrainian and Swedish,BA,Yes,No,No,A49-G83,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-swedish-ba
10007784,UBAUKRAYID18,Ukrainian and Yiddish,BA,Yes,No,No,A49-A00,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-yiddish-ba
10007784,UBAYTHASTF18,"Youth, Society and Sustainable Futures",BA,No,No,No,A71-H21,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/youth-society-and-sustainable-futures-ba
10007784,UBBASCSABR18,Arts and Sciences with Study Abroad,BASc,Yes,No,No,A23-J25,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-study-abroad-basc
10007784,UBBASCSING18,Arts and Sciences,BASc,No,No,No,A23-J24,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-basc
10007784,UBEECOASTA18,Economics and Statistics,BSc (Econ),No,No,No,A23-J64,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-statistics-bsc-econ
10007784,UBLLAWSEGL18,English and German Law,LLB,Yes,No,No,A23-J84,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/english-and-german-law-dual-degree-llb
10007784,UBLLAWSHKD18,Bachelor of Laws (UCL) and LLB Bachelor of Laws (University of Hong Kong),LLB,Yes,No,No,A23-J28,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bachelor-laws-ucl-and-bachelor-laws-hku-llb
10007784,UBNEENSEEE22,Electronic and Electrical Engineering,BEng,No,No,No,A23-J77,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng
10007784,UBSARCSAIA18,Architectural and Interdisciplinary Studies,BSc,Yes,No,No,A23-J21,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-year-abroad-bsc
10007784,UBSARCSAIS18,Architectural and Interdisciplinary Studies,BSc,No,No,No,A23-J23,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc
10007784,UBSARCSUDM18,"Urban Planning, Design and Management",BSc,No,No,No,A24-B10,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc
10007784,UBSBIPSMBM18,Bioprocessing of New Medicines (Business and Management),BSc,No,No,No,A23-J34,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bioprocessing-new-medicines-business-and-management-bsc
10007784,UBSBUSAHEA01,Business and Health,BSc,No,No,No,A71-H69,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-bsc
10007784,UBSCSSSING18,Crime and Security Science,BSc,No,No,No,A24-A96,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/crime-and-security-science-bsc
10007784,UBSGEOAECO18,Geography and Economics,BSc,No,No,No,A23-J63,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-and-economics-bsc
10007784,UBSHPSSING18,History and Philosophy of Science,BSc,No,No,No,A24-A14,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-philosophy-science-bsc
10007784,UBSIFCAIMM18,Infection and Immunity,BSc,No,No,No,A43-G87,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/infection-and-immunity-bsc
10007784,UBSMATAPHY18,Mathematics and Physics,BSc,No,No,No,A24-A41,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-bsc
10007784,UBSMATASTA18,Mathematics and Statistical Science,BSc,No,No,No,A24-A43,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-bsc
10007784,UBSMEDSIAE18,Medical Innovation and Enterprise,BSc,No,No,No,A44-C22,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-bsc
10007784,UBSMEDSSAE18,Sport and Exercise Medical Sciences,BSc,No,No,No,A43-J46,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sport-and-exercise-medical-sciences-bsc
10007784,UBSNMSSING18,Nutrition and Medical Sciences,BSc,No,No,No,A24-A65,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/nutrition-and-medical-sciences-bsc
10007784,UBSPLNAREE19,Urban Planning and Real Estate,BSc,No,No,No,A24-A77,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-and-real-estate-bsc
10007784,UBSPOLAINT18,Politics and International Relations,BSc,No,No,No,A47-B93,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-and-international-relations-bsc
10007784,UBSPPESING18,"Philosophy, Politics and Economics",BSc,Yes,No,No,A24-A73,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc
10007784,UBSPSYALAN18,Psychology and Language Sciences,BSc,No,No,No,A24-A86,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-bsc
10007784,UBSSBESING18,"Sustainable Built Environments, Energy and Resources",BSc,No,No,No,A65-G57,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-bsc
10007784,UBSSCESSOC18,Science and Engineering for Social Change,BSc,No,No,No,A66-D03,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-social-change-bsc
10007784,UBSSPOSSCI18,Sociology and Politics of Science,BSc,No,No,No,A24-A95,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sociology-and-politics-science-bsc
10007784,UBSSTAAMAB18,Statistics and Management for Business,BSc,No,No,No,A24-B04,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-and-management-business-bsc
10007784,UBSSTASSEF18,"Statistics, Economics and Finance",BSc,No,No,No,A24-B06,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-finance-bsc
10007784,UBSSTASSEL18,"Statistics, Economics and a Language",BSc,No,No,No,A24-B05,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-language-bsc
10007784,UMNCOMSRAI18,Robotics and Artificial Intelligence,Integrated MEng,No,No,No,A65-G50,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-meng
10007784,UMNEENSEEE22,Electronic and Electrical Engineering,Integrated MEng,No,No,No,A23-J76,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-meng
10007784,UMNENGAARD18,Engineering and Architectural Design,Integrated MEng,No,No,No,A23-J82,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/engineering-and-architectural-design-meng
10007784,UMNSBESING18,"Sustainable Built Environments, Energy and Resources",Integrated MEng,No,No,No,A65-G58,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-meng
10007784,UMSBUSAHEA01,Business and Health,Integrated MSCi,Yes,No,No,A71-H70,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-msci
10007784,UMSHUMSEVL18,Human Sciences and Evolution,Integrated MSCi,No,No,No,A24-A19,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-and-evolution-msci
10007784,UMSMATAPHY18,Mathematics and Physic,Integrated MSCi,No,No,No,A24-A42,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-msci
10007784,UMSMATASTA18,Mathematics and Statistical Science,Integrated MSCi,No,No,No,A24-A44,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-msci
10007784,UMSMEDSIAE18,Medical Innovation and Enterprise,Integrated MSCi,Yes,No,No,A44-C15,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-msci
10007784,UMSPSYALAN18,Psychology and Language Sciences,Integrated MSCi,No,No,No,A24-A87,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-msci
