title,degree_type,url_slug,url,row_number,URL,kiscourseid,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Social Sciences,BSc,social-sciences-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-bsc,77,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-bsc,UBSSSCSING18,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",NA
Statistics,BSc,statistics-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-bsc,78,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-bsc,UBSSTASING18,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
Biochemical Engineering,Integrated MEng,biochemical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-meng,79,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-meng,UMNBENSING22,AAA,"Mathematics required, plus one from Biology, Chemistry or Physics.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including Mathematics at grade 6, plus one from Biology, Chemistry or Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Biomedical Engineering,Integrated MEng,biomedical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-meng,80,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-meng,UMNBMDSING22,AAA,"Mathematics and Physics required at grade A. Mathematics and Physics required. Biology acceptable in lieu of Physics, if Physics grade A or 7 achieved at GCSE ",English Language and Mathematics at grade C or 4.,38,"A total of 18 points overall in three higher level subjects, including grade 6 in Mathematics and Physics, with no higher level score below 5. Biology at Higher Level acceptable in lieu of Physics, if Physics taken at Standard Level.The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Chemical Engineering,Integrated MEng,chemical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-meng,81,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-meng,UMNCENSING22,AAA,"Mathematics and Chemistry required. Biology, Economics, Further Mathematics, Geography, Physics and Psychology preferred.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects to include grades 6,6 in Mathematics and Chemistry, with no higher level score below 5. Another science at higher level preferred, but not essential. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Civil Engineering,Integrated MEng,civil-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-meng,82,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-meng,UMNCIVSING22,A*AA,"No specific subjects, but please note the GCSE requirements below if you are not taking A level Mathematics. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language at grade C or 4. Mathematics and Physics (or Double Award) at grade A or 7 if not offered at A level.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Physics must be offered at either higher or standard level.",NA
Computer Science,Integrated MEng,computer-science-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-meng,83,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-meng,UMNCOMSING18,A*A*A,A* in either Mathematics or Further Mathematics required.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. ,NA
Mathematical Computation,Integrated MEng,mathematical-computation-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng,84,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng,UMNCOMSMAT18,A*A*A,A* in either Mathematics or Further Mathematics required; A levels in both Mathematics and Further Mathematics preferred.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. ,NA
Mechanical Engineering,Integrated MEng,mechanical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-meng,85,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-meng,UMNMECSING22,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Design and Technology, Engineering, Economics, Geography, Chemistry and Biology preferred as third subject (in that order), but not essential.  ",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.",NA
Pharmacy,MPharm,pharmacy-mpharm,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,86,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,UMPPHMSING01,AAB,"Chemistry and either Biology, Mathematics or Physics required.",English Language and Mathematics at grade B or 6.,36,"A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Neuroscience,Integrated MSCi,neuroscience-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-msci,87,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-msci,UMSANASNEU18,AAA,"Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Architecture,Integrated MSCi,architecture-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-msci,88,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-msci,UMSARCSING19,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work required upon invitation, at application stage.",NA
Astrophysics,Integrated MSCi,astrophysics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-msci,89,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-msci,UMSASTSPHY18,A*AA,A*A in Mathematics and Physics required (in any order).,English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Biochemistry,Integrated MSCi,biochemistry-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-msci,90,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-msci,UMSBOCSING18,AAA,"Biology, Chemistry and Mathematics required.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects to include Biology, Chemistry, and Mathematic, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Biological Sciences,Integrated MSCi,biological-sciences-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biological-sciences-msci,91,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biological-sciences-msci,UMSBOLSING18,AAA,"Biology required plus one from Chemistry, Life and Health Sciences, Mathematics or Physics. ",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including Biology at grade 6 and one from Chemistry, Mathematics or Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Chemistry,Integrated MSCi,chemistry-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-msci,92,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-msci,UMSCHESING18,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",NA
Chemistry (International Programme),Integrated MSCi,chemistry-international-programme-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-international-programme-msci,93,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-international-programme-msci,UMSCHESINT18,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",NA
Construction Project Management,Integrated MSCi,construction-project-management-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/construction-project-management-msci,94,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/construction-project-management-msci,UMSCPMSING18,ABB,"Business, Economics, Geography, Information Communication Technology, Mathematics or Statistics preferred. ","English Language and Mathematics both at grade B or 6, plus a Science subject (Biology, Chemistry or Physics. Double Award acceptable) required at grade B or 6.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Business, Economics, Geography, Information Communication Technology, Mathematics: Analysis and Approaches or Mathematics: Applications and Interpretation or Statistics preferred. ",NA
Environmental Geoscience,Integrated MSCi,environmental-geoscience-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-msci,95,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-msci,UMSEARSEGS18,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",NA
Geology,Integrated MSCi,geology-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-msci,96,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-msci,UMSEARSGEL18,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",NA
Earth Sciences,Integrated MSCi,earth-sciences-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-msci,97,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-msci,UMSEARSING18,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",NA
Earth Sciences (International Programme),Integrated MSCi,earth-sciences-international-programme-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-international-programme-msci,98,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-international-programme-msci,UMSEARSINT18,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",NA
Geophysics,Integrated MSCi,geophysics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-msci,99,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-msci,UMSEARSPHY18,AAB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",NA
Management Science,Integrated MSCi,management-science-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-msci,100,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-msci,UMSMANSING18,A*AA,Mathematics with A* required. Science or Social Sciences preferred. ,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, including grade 7 in Mathematics, with no score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Mathematics,Integrated MSCi,mathematics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-msci,101,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-msci,UMSMATSING18,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics, or A*AA with A*A in Mathematics and Further Mathematics, in any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA. Biology, Chemistry, Computer Science, Economics, English Language, English Literature, Physics and Statistics preferred.",English Language and Mathematics at grade C or 4.,40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in Mathematics, or 39 overall with 19 points in three higher level subjects including 7 in Mathematics and a 2 in any STEP paper or a distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only. Physics, Statistics, Chemistry, Computer Science, Biology, Economics, English Language, English Literature preferred as third subject.",NA
Medical Physics,Integrated MSCi,medical-physics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-physics-msci,102,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-physics-msci,UMSMPHSING18,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Biology, Chemistry and Further Mathematics preferred.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher Level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.",NA
Natural Sciences,Integrated MSCi,natural-sciences-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-msci,103,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-msci,UMSNATSING18,A*AA,"Mathematics and at least one of Biology, Chemistry and Physics required. Biology, Chemistry or Physics preferred as third subject.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 6 in Mathematics and at least one of Biology, Chemistry and Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Chemistry and Physics preferred as third subject.",Please note: certain streams may have prerequisites of particular grades and/or subjects at A level or equivalent; further details can be found on the Natural Sciences website.
Pharmacology,Integrated MSCi,pharmacology-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-msci,104,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-msci,UMSPHASING18,AAB,"Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.",English Language and Mathematics at grade B or 6.,36,"A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Physics,Integrated MSCi,physics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-msci,105,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-msci,UMSPHYSING18,A*AA,A*A in Mathematics and Physics required (in any order).,English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Theoretical Physics,Integrated MSCi,theoretical-physics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/theoretical-physics-msci,106,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/theoretical-physics-msci,UMSPHYSTPH18,A*AA,A*A in Mathematics and Physics required (in any order).,English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7, 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Psychology,Integrated MSCi,psychology-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-msci,107,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-msci,UMSPSYSING18,A*AA,"To include A*A from two of the following subjects: Biology, Chemistry, Mathematics, Physics and Psychology.","English Language, Mathematics and two Sciences (double award acceptable) at grade B or 6.",39,"A total of 19 points in three higher level subjects to include grade 7 and grade 6 in two subjects from Biology, Chemistry, Mathematics, Physics and Psychology.",NA
Statistical Science (International Programme),Integrated MSCi,statistical-science-international-programme-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistical-science-international-programme-msci,108,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistical-science-international-programme-msci,UMSSTASINT18,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
